image_id,width,height,aspect_ratio,area,num_annotations
409,640,640,1.0,409600,1
410,640,640,1.0,409600,1
411,640,640,1.0,409600,1
412,640,640,1.0,409600,5
413,640,640,1.0,409600,1
414,640,640,1.0,409600,1
415,640,640,1.0,409600,1
416,640,640,1.0,409600,3
417,640,640,1.0,409600,1
418,640,640,1.0,409600,8
419,640,640,1.0,409600,1
420,640,640,1.0,409600,3
421,640,640,1.0,409600,1
422,640,640,1.0,409600,12
423,640,640,1.0,409600,4
424,640,640,1.0,409600,3
425,640,640,1.0,409600,1
426,640,640,1.0,409600,1
427,640,640,1.0,409600,1
428,640,640,1.0,409600,1
429,640,640,1.0,409600,2
430,640,640,1.0,409600,2
431,640,640,1.0,409600,1
432,640,640,1.0,409600,5
433,640,640,1.0,409600,7
434,640,640,1.0,409600,1
435,640,640,1.0,409600,3
436,640,640,1.0,409600,2
437,640,640,1.0,409600,3
438,640,640,1.0,409600,3
439,640,640,1.0,409600,4
440,640,640,1.0,409600,1
441,640,640,1.0,409600,3
442,640,640,1.0,409600,2
443,640,640,1.0,409600,2
444,640,640,1.0,409600,2
445,640,640,1.0,409600,1
446,640,640,1.0,409600,1
447,640,640,1.0,409600,2
448,640,640,1.0,409600,2
449,640,640,1.0,409600,2
450,640,640,1.0,409600,1
451,640,640,1.0,409600,1
452,640,640,1.0,409600,1
453,640,640,1.0,409600,2
454,640,640,1.0,409600,2
455,640,640,1.0,409600,1
456,640,640,1.0,409600,13
457,640,640,1.0,409600,1
458,640,640,1.0,409600,1
459,640,640,1.0,409600,1
460,640,640,1.0,409600,1
461,640,640,1.0,409600,3
462,640,640,1.0,409600,1
463,640,640,1.0,409600,1
464,640,640,1.0,409600,1
465,640,640,1.0,409600,2
466,640,640,1.0,409600,4
467,640,640,1.0,409600,1
468,640,640,1.0,409600,1
469,640,640,1.0,409600,1
470,640,640,1.0,409600,7
471,640,640,1.0,409600,11
472,640,640,1.0,409600,3
473,640,640,1.0,409600,2
474,640,640,1.0,409600,1
475,640,640,1.0,409600,1
476,640,640,1.0,409600,1
477,640,640,1.0,409600,1
478,640,640,1.0,409600,1
479,640,640,1.0,409600,1
480,640,640,1.0,409600,1
481,640,640,1.0,409600,6
482,640,640,1.0,409600,1
483,640,640,1.0,409600,1
484,640,640,1.0,409600,1
485,640,640,1.0,409600,1
486,640,640,1.0,409600,5
487,640,640,1.0,409600,1
488,640,640,1.0,409600,1
489,640,640,1.0,409600,3
490,640,640,1.0,409600,3
491,640,640,1.0,409600,2
492,640,640,1.0,409600,1
493,640,640,1.0,409600,2
494,640,640,1.0,409600,1
495,640,640,1.0,409600,1
496,640,640,1.0,409600,3
497,640,640,1.0,409600,8
498,640,640,1.0,409600,1
499,640,640,1.0,409600,1
500,640,640,1.0,409600,3
501,640,640,1.0,409600,1
502,640,640,1.0,409600,1
503,640,640,1.0,409600,2
504,640,640,1.0,409600,1
505,640,640,1.0,409600,3
506,640,640,1.0,409600,3
507,640,640,1.0,409600,1
508,640,640,1.0,409600,1
509,640,640,1.0,409600,1
510,640,640,1.0,409600,2
511,640,640,1.0,409600,1
512,640,640,1.0,409600,1
513,640,640,1.0,409600,1
514,640,640,1.0,409600,1
515,640,640,1.0,409600,5
516,640,640,1.0,409600,4
517,640,640,1.0,409600,1
518,640,640,1.0,409600,3
519,640,640,1.0,409600,3
520,640,640,1.0,409600,1
521,640,640,1.0,409600,6
522,640,640,1.0,409600,1
523,640,640,1.0,409600,1
524,640,640,1.0,409600,1
525,640,640,1.0,409600,2
526,640,640,1.0,409600,1
527,640,640,1.0,409600,2
528,640,640,1.0,409600,4
529,640,640,1.0,409600,1
530,640,640,1.0,409600,3
531,640,640,1.0,409600,1
532,640,640,1.0,409600,1
533,640,640,1.0,409600,1
534,640,640,1.0,409600,1
535,640,640,1.0,409600,1
536,640,640,1.0,409600,2
537,640,640,1.0,409600,1
538,640,640,1.0,409600,2
539,640,640,1.0,409600,1
540,640,640,1.0,409600,2
541,640,640,1.0,409600,2
542,640,640,1.0,409600,3
543,640,640,1.0,409600,2
544,640,640,1.0,409600,1
545,640,640,1.0,409600,6
546,640,640,1.0,409600,1
547,640,640,1.0,409600,1
548,640,640,1.0,409600,1
549,640,640,1.0,409600,2
550,640,640,1.0,409600,1
551,640,640,1.0,409600,1
552,640,640,1.0,409600,1
553,640,640,1.0,409600,1
554,640,640,1.0,409600,5
555,640,640,1.0,409600,3
556,640,640,1.0,409600,1
557,640,640,1.0,409600,1
558,640,640,1.0,409600,1
559,640,640,1.0,409600,5
560,640,640,1.0,409600,2
561,640,640,1.0,409600,2
562,640,640,1.0,409600,2
563,640,640,1.0,409600,1
564,640,640,1.0,409600,1
565,640,640,1.0,409600,1
566,640,640,1.0,409600,2
567,640,640,1.0,409600,1
568,640,640,1.0,409600,1
569,640,640,1.0,409600,1
570,640,640,1.0,409600,2
571,640,640,1.0,409600,3
572,640,640,1.0,409600,2
573,640,640,1.0,409600,1
574,640,640,1.0,409600,1
575,640,640,1.0,409600,2
576,640,640,1.0,409600,4
577,640,640,1.0,409600,1
578,640,640,1.0,409600,7
579,640,640,1.0,409600,1
580,640,640,1.0,409600,2
581,640,640,1.0,409600,6
582,640,640,1.0,409600,1
583,640,640,1.0,409600,5
584,640,640,1.0,409600,3
585,640,640,1.0,409600,1
586,640,640,1.0,409600,4
587,640,640,1.0,409600,20
588,640,640,1.0,409600,3
589,640,640,1.0,409600,1
590,640,640,1.0,409600,1
591,640,640,1.0,409600,1
592,640,640,1.0,409600,2
593,640,640,1.0,409600,1
594,640,640,1.0,409600,3
595,640,640,1.0,409600,1
596,640,640,1.0,409600,7
597,640,640,1.0,409600,1
598,640,640,1.0,409600,7
599,640,640,1.0,409600,2
600,640,640,1.0,409600,1
601,640,640,1.0,409600,1
602,640,640,1.0,409600,1
603,640,640,1.0,409600,2
604,640,640,1.0,409600,3
605,640,640,1.0,409600,1
606,640,640,1.0,409600,1
607,640,640,1.0,409600,1
608,640,640,1.0,409600,2
609,640,640,1.0,409600,1
610,640,640,1.0,409600,1
611,640,640,1.0,409600,1
612,640,640,1.0,409600,1
613,640,640,1.0,409600,1
614,640,640,1.0,409600,2
615,640,640,1.0,409600,1
616,640,640,1.0,409600,2
617,640,640,1.0,409600,1
618,640,640,1.0,409600,2
619,640,640,1.0,409600,2
620,640,640,1.0,409600,5
621,640,640,1.0,409600,4
622,640,640,1.0,409600,3
623,640,640,1.0,409600,1
624,640,640,1.0,409600,1
625,640,640,1.0,409600,2
626,640,640,1.0,409600,1
627,640,640,1.0,409600,1
628,640,640,1.0,409600,8
629,640,640,1.0,409600,4
630,640,640,1.0,409600,1
631,640,640,1.0,409600,1
632,640,640,1.0,409600,3
633,640,640,1.0,409600,1
634,640,640,1.0,409600,1
635,640,640,1.0,409600,1
636,640,640,1.0,409600,1
637,640,640,1.0,409600,2
638,640,640,1.0,409600,1
639,640,640,1.0,409600,1
640,640,640,1.0,409600,1
641,640,640,1.0,409600,2
642,640,640,1.0,409600,1
643,640,640,1.0,409600,2
644,640,640,1.0,409600,2
645,640,640,1.0,409600,1
646,640,640,1.0,409600,1
647,640,640,1.0,409600,2
648,640,640,1.0,409600,1
649,640,640,1.0,409600,1
650,640,640,1.0,409600,1
651,640,640,1.0,409600,1
652,640,640,1.0,409600,2
653,640,640,1.0,409600,1
654,640,640,1.0,409600,4
655,640,640,1.0,409600,2
656,640,640,1.0,409600,1
657,640,640,1.0,409600,2
658,640,640,1.0,409600,4
659,640,640,1.0,409600,2
660,640,640,1.0,409600,1
661,640,640,1.0,409600,3
662,640,640,1.0,409600,1
663,640,640,1.0,409600,2
664,640,640,1.0,409600,1
665,640,640,1.0,409600,2
666,640,640,1.0,409600,1
667,640,640,1.0,409600,1
668,640,640,1.0,409600,5
669,640,640,1.0,409600,3
670,640,640,1.0,409600,1
671,640,640,1.0,409600,4
672,640,640,1.0,409600,1
673,640,640,1.0,409600,2
674,640,640,1.0,409600,2
675,640,640,1.0,409600,1
676,640,640,1.0,409600,6
677,640,640,1.0,409600,5
678,640,640,1.0,409600,1
679,640,640,1.0,409600,1
680,640,640,1.0,409600,2
681,640,640,1.0,409600,1
682,640,640,1.0,409600,2
683,640,640,1.0,409600,3
684,640,640,1.0,409600,2
685,640,640,1.0,409600,1
686,640,640,1.0,409600,3
687,640,640,1.0,409600,2
688,640,640,1.0,409600,1
689,640,640,1.0,409600,3
690,640,640,1.0,409600,3
691,640,640,1.0,409600,1
692,640,640,1.0,409600,4
693,640,640,1.0,409600,3
694,640,640,1.0,409600,4
695,640,640,1.0,409600,1
696,640,640,1.0,409600,1
697,640,640,1.0,409600,8
698,640,640,1.0,409600,1
699,640,640,1.0,409600,1
700,640,640,1.0,409600,3
701,640,640,1.0,409600,1
702,640,640,1.0,409600,1
703,640,640,1.0,409600,2
704,640,640,1.0,409600,1
705,640,640,1.0,409600,2
706,640,640,1.0,409600,2
707,640,640,1.0,409600,2
708,640,640,1.0,409600,1
709,640,640,1.0,409600,4
710,640,640,1.0,409600,1
711,640,640,1.0,409600,6
712,640,640,1.0,409600,5
713,640,640,1.0,409600,1
714,640,640,1.0,409600,1
715,640,640,1.0,409600,1
716,640,640,1.0,409600,2
717,640,640,1.0,409600,1
718,640,640,1.0,409600,1
719,640,640,1.0,409600,2
720,640,640,1.0,409600,3
721,640,640,1.0,409600,1
722,640,640,1.0,409600,1
723,640,640,1.0,409600,1
724,640,640,1.0,409600,1
725,640,640,1.0,409600,1
726,640,640,1.0,409600,1
727,640,640,1.0,409600,1
728,640,640,1.0,409600,1
729,640,640,1.0,409600,1
730,640,640,1.0,409600,1
731,640,640,1.0,409600,2
732,640,640,1.0,409600,2
733,640,640,1.0,409600,1
734,640,640,1.0,409600,1
735,640,640,1.0,409600,1
736,640,640,1.0,409600,2
737,640,640,1.0,409600,1
738,640,640,1.0,409600,1
739,640,640,1.0,409600,2
740,640,640,1.0,409600,1
741,640,640,1.0,409600,2
742,640,640,1.0,409600,2
743,640,640,1.0,409600,1
744,640,640,1.0,409600,7
745,640,640,1.0,409600,1
746,640,640,1.0,409600,3
747,640,640,1.0,409600,1
748,640,640,1.0,409600,1
749,640,640,1.0,409600,2
750,640,640,1.0,409600,1
751,640,640,1.0,409600,1
752,640,640,1.0,409600,2
753,640,640,1.0,409600,2
754,640,640,1.0,409600,1
755,640,640,1.0,409600,1
756,640,640,1.0,409600,6
757,640,640,1.0,409600,1
758,640,640,1.0,409600,1
759,640,640,1.0,409600,1
760,640,640,1.0,409600,1
761,640,640,1.0,409600,1
762,640,640,1.0,409600,1
763,640,640,1.0,409600,4
764,640,640,1.0,409600,1
765,640,640,1.0,409600,2
766,640,640,1.0,409600,4
767,640,640,1.0,409600,1
768,640,640,1.0,409600,3
769,640,640,1.0,409600,3
770,640,640,1.0,409600,1
771,640,640,1.0,409600,1
772,640,640,1.0,409600,2
773,640,640,1.0,409600,3
774,640,640,1.0,409600,2
775,640,640,1.0,409600,1
776,640,640,1.0,409600,1
777,640,640,1.0,409600,3
778,640,640,1.0,409600,1
779,640,640,1.0,409600,1
780,640,640,1.0,409600,4
781,640,640,1.0,409600,2
782,640,640,1.0,409600,1
783,640,640,1.0,409600,2
784,640,640,1.0,409600,2
785,640,640,1.0,409600,1
786,640,640,1.0,409600,2
787,640,640,1.0,409600,1
788,640,640,1.0,409600,1
789,640,640,1.0,409600,1
790,640,640,1.0,409600,1
791,640,640,1.0,409600,2
792,640,640,1.0,409600,2
793,640,640,1.0,409600,18
794,640,640,1.0,409600,1
795,640,640,1.0,409600,2
796,640,640,1.0,409600,5
797,640,640,1.0,409600,1
798,640,640,1.0,409600,1
799,640,640,1.0,409600,2
800,640,640,1.0,409600,1
801,640,640,1.0,409600,1
802,640,640,1.0,409600,1
803,640,640,1.0,409600,5
804,640,640,1.0,409600,1
805,640,640,1.0,409600,4
806,640,640,1.0,409600,1
807,640,640,1.0,409600,3
808,640,640,1.0,409600,1
809,640,640,1.0,409600,1
810,640,640,1.0,409600,1
811,640,640,1.0,409600,4
812,640,640,1.0,409600,1
813,640,640,1.0,409600,2
814,640,640,1.0,409600,2
815,640,640,1.0,409600,2
816,640,640,1.0,409600,1
817,640,640,1.0,409600,4
818,640,640,1.0,409600,2
819,640,640,1.0,409600,2
820,640,640,1.0,409600,14
821,640,640,1.0,409600,4
822,640,640,1.0,409600,6
823,640,640,1.0,409600,1
824,640,640,1.0,409600,1
825,640,640,1.0,409600,3
826,640,640,1.0,409600,1
827,640,640,1.0,409600,2
828,640,640,1.0,409600,1
829,640,640,1.0,409600,2
830,640,640,1.0,409600,3
831,640,640,1.0,409600,1
832,640,640,1.0,409600,1
833,640,640,1.0,409600,1
834,640,640,1.0,409600,1
835,640,640,1.0,409600,1
836,640,640,1.0,409600,4
837,640,640,1.0,409600,2
838,640,640,1.0,409600,1
839,640,640,1.0,409600,1
840,640,640,1.0,409600,2
841,640,640,1.0,409600,1
842,640,640,1.0,409600,2
843,640,640,1.0,409600,1
844,640,640,1.0,409600,1
845,640,640,1.0,409600,1
846,640,640,1.0,409600,4
847,640,640,1.0,409600,2
848,640,640,1.0,409600,1
849,640,640,1.0,409600,1
850,640,640,1.0,409600,1
851,640,640,1.0,409600,1
852,640,640,1.0,409600,5
853,640,640,1.0,409600,1
854,640,640,1.0,409600,1
855,640,640,1.0,409600,1
856,640,640,1.0,409600,3
857,640,640,1.0,409600,1
858,640,640,1.0,409600,3
859,640,640,1.0,409600,1
860,640,640,1.0,409600,1
861,640,640,1.0,409600,1
862,640,640,1.0,409600,1
863,640,640,1.0,409600,2
864,640,640,1.0,409600,2
865,640,640,1.0,409600,1
866,640,640,1.0,409600,1
867,640,640,1.0,409600,1
868,640,640,1.0,409600,6
869,640,640,1.0,409600,4
870,640,640,1.0,409600,1
871,640,640,1.0,409600,1
872,640,640,1.0,409600,2
873,640,640,1.0,409600,1
874,640,640,1.0,409600,1
875,640,640,1.0,409600,1
876,640,640,1.0,409600,1
877,640,640,1.0,409600,1
878,640,640,1.0,409600,1
879,640,640,1.0,409600,1
880,640,640,1.0,409600,1
881,640,640,1.0,409600,6
882,640,640,1.0,409600,1
883,640,640,1.0,409600,1
884,640,640,1.0,409600,1
885,640,640,1.0,409600,4
886,640,640,1.0,409600,1
887,640,640,1.0,409600,1
888,640,640,1.0,409600,2
889,640,640,1.0,409600,1
890,640,640,1.0,409600,1
891,640,640,1.0,409600,1
892,640,640,1.0,409600,1
893,640,640,1.0,409600,1
894,640,640,1.0,409600,1
895,640,640,1.0,409600,1
896,640,640,1.0,409600,1
897,640,640,1.0,409600,1
898,640,640,1.0,409600,1
899,640,640,1.0,409600,1
900,640,640,1.0,409600,5
901,640,640,1.0,409600,2
902,640,640,1.0,409600,2
903,640,640,1.0,409600,3
904,640,640,1.0,409600,1
905,640,640,1.0,409600,2
906,640,640,1.0,409600,1
907,640,640,1.0,409600,2
908,640,640,1.0,409600,1
909,640,640,1.0,409600,4
910,640,640,1.0,409600,3
911,640,640,1.0,409600,1
912,640,640,1.0,409600,1
913,640,640,1.0,409600,1
914,640,640,1.0,409600,1
915,640,640,1.0,409600,4
916,640,640,1.0,409600,1
917,640,640,1.0,409600,2
918,640,640,1.0,409600,1
919,640,640,1.0,409600,1
920,640,640,1.0,409600,2
921,640,640,1.0,409600,8
922,640,640,1.0,409600,1
923,640,640,1.0,409600,2
924,640,640,1.0,409600,4
925,640,640,1.0,409600,3
926,640,640,1.0,409600,6
927,640,640,1.0,409600,1
928,640,640,1.0,409600,1
929,640,640,1.0,409600,1
